Freq,Permittivity,Conductivity,Permittivity Uncertainty,Conductivity Uncertainty
1270000000,80.69903333,0.424512105,0.027547474,0.000874213
1275000000,80.76676667,0.42302137,0.018539238,0.000237939
1280000000,80.78193333,0.415275573,0.030381299,0.001475471
1285000000,80.73156667,0.412250858,0.033678678,0.001293026
1290000000,80.75603333,0.408965221,0.025242293,0.001561039
1295000000,80.6646,0.412290598,0.048714782,0.000164261
1300000000,80.62306667,0.420022113,0.029184642,0.001503642
1305000000,80.58693333,0.430626094,0.026900062,0.001566659
1310000000,80.55753333,0.444156866,0.033124664,0.000625031
1315000000,80.57913333,0.454212412,0.010143635,0.002052387
1320000000,80.60056667,0.462716732,0.031882022,0.001248543
1325000000,80.72776667,0.462458034,0.034796025,0.000112786
1330000000,80.7433,0.461649206,0.032298142,0.000813619
1335000000,80.79823333,0.458168539,0.020488127,0.000438694
1340000000,80.81236667,0.453004563,0.02144116,0.001819426
1345000000,80.74886667,0.447225825,0.040091936,0.001085936
1350000000,80.69546667,0.44697163,0.024649814,0.001217218
1355000000,80.58013333,0.452627971,0.02560651,0.001102814
1360000000,80.53673333,0.463400836,0.022992463,0.001382341
1365000000,80.47606667,0.47448352,0.055790352,0.001648259
1370000000,80.49326667,0.489578522,0.022901164,0.001395586
1375000000,80.52513333,0.498330669,0.064581447,0.002218406
1380000000,80.6103,0.504941368,0.017485994,0.000827936
1385000000,80.67953333,0.504314103,0.032875726,0.001869851
1390000000,80.7518,0.501546131,0.01966952,0.001274562
1395000000,80.72663333,0.492006851,0.058599687,0.0030921
1400000000,80.7443,0.488398763,0.022563466,0.000491187
1405000000,80.82506667,0.488846142,0.038351836,0.001386764
1410000000,80.6223,0.489950731,0.025964784,0.00126251
1415000000,80.50323333,0.496718591,0.031711249,0.00159616
1420000000,80.46833333,0.510057319,0.025119183,0.000817399
1425000000,80.6052,0.5267898,0.079679295,0.003287839
1430000000,80.4514,0.536645526,0.032562709,0.001570458
1435000000,80.57833333,0.545676844,0.049732317,0.002024226
1440000000,80.60063333,0.546523864,0.018513329,0.002071123
1445000000,80.74056667,0.544283447,0.024864499,0.002098009
1450000000,80.707,0.538101202,0.020695169,0.000143329
1455000000,80.7932,0.5360651,0.016263149,0.003421168
1460000000,80.6302,0.528535796,0.025307509,0.000515658
1465000000,80.5578,0.527910106,0.037179161,0.002432258
1470000000,80.4928,0.53465173,0.026136756,0.001091266
1475000000,80.43363333,0.54480341,0.009303942,0.002563893
1480000000,80.39273333,0.558536645,0.016825378,0.001338039
1485000000,80.49973333,0.575053152,0.046399389,0.003140363
1490000000,80.4501,0.581209345,0.020426698,0.001878088
1495000000,80.48143333,0.587867708,0.039230388,0.001338705
1500000000,80.59763333,0.586583642,0.018710781,0.002880421
1505000000,80.65456667,0.579821499,0.095741806,0.002898121
1510000000,80.6233,0.577723081,0.022504888,0.001063777
1515000000,80.55383333,0.574115327,0.07304364,0.000791947
1520000000,80.5039,0.570673983,0.022070116,0.001895321
1525000000,80.438,0.575875335,0.069026734,0.001018311
1530000000,80.36293333,0.586466869,0.01843945,0.001446324
1535000000,80.28926667,0.594898892,0.078204177,0.001700188
1540000000,80.34323333,0.610409577,0.024789581,0.00201647
1545000000,80.4258,0.620776387,0.050159346,0.001540198
1550000000,80.4536,0.628637641,0.014755338,0.002087786
1555000000,80.5305,0.630230284,0.062457265,0.00491486
1560000000,80.56966667,0.627821158,0.03020138,0.000648391
1565000000,80.52843333,0.624290001,0.128581271,0.006067063
1570000000,80.54553333,0.620089031,0.028240102,0.001107091
1575000000,80.45286667,0.618481828,0.032533265,0.002312242
1580000000,80.36486667,0.622260988,0.023173332,0.001150332
1585000000,80.1925,0.642183418,0.049005816,0.004248435
1590000000,80.23773333,0.639729602,0.022978541,0.00104202
1595000000,80.20346667,0.656907628,0.053043881,0.010126383
1600000000,80.28186667,0.661701239,0.024503333,0.001988517
1605000000,80.3354,0.671224227,0.015253852,0.001754555
1610000000,80.45446667,0.675010291,0.023589051,0.002998654
1615000000,80.46663333,0.679683969,0.035476941,0.002542154
1620000000,80.51183333,0.671714089,0.026005064,0.001577515
